quadbox/PDU_5V/OTM_3_A_V 5.35 5.35 5.35 -1 16920 1.8e-15
quadbox/PDU_5V/OTM_3_B_I 0.488 0.488 0.488 -1 16920 0
quadbox/PDU_5V/OTM_3_B_V 0.525 0.525 0.525 -1 16920 1.1e-16
quadbox/PDU_5V/OTM_4_A_I 494 495 494 -1 16920 0.24
quadbox/PDU_5V/OTM_4_A_V 5.35 5.38 5.35 -1 16920 0.0028
quadbox/PDU_5V/OTM_4_B_I 0 0.488 0 -1 16920 0.17
quadbox/PDU_5V/OTM_4_B_V 0.55 0.55 0.55 -1 16920 1.1e-16
quadbox/PDU_5V/OTM_5_A_I 466 473 469 -1 16920 0.97
quadbox/PDU_5V/OTM_5_A_V 5.35 5.38 5.38 -1 16920 0.0019
quadbox/PDU_5V/OTM_5_B_I 0 0 0 -1 16920 0
quadbox/PDU_5V/OTM_5_B_V 0.55 0.55 0.55 -1 16920 1.1e-16
quadbox/BFR/Protection_I 1.02e+03 1.09e+03 1.03e+03 -1 16920 9.1
quadbox/PDU_48V/Purge_Fan_I 1.56e+03 1.6e+03 1.58e+03 -1 338400 6.3
quadbox/PDU_48V/Purge_Fan_V 47.9 47.9 47.9 -1 338400 0.00022
quadbox/PDU_48V/FES_CarouselD_I 0 0 0 -1 338400 0
quadbox/PDU_48V/FES_CarouselD_V 0.85 0.85 0.85 -1 338400 4.4e-16
quadbox/PDU_48V/FES_Heater_I 0 0 0 -1 338400 0
quadbox/PDU_48V/FES_Heater_V 0.825 0.825 0.825 -1 338400 5.6e-16
quadbox/PDU_48V/Shtr_Motor1_I 93.8 1.78e+03 100 -1 338400 8
quadbox/PDU_48V/Shtr_Motor1_V 48 48 48 -1 338400 0.0065
quadbox/PDU_48V/Shtr_Motor2_I 93.8 2.31e+03 100 -1 338400 12
quadbox/PDU_48V/Shtr_Motor2_V 48 48.1 48 -1 338400 0.00032
quadbox/REB_Bulk_PS/RebBulkPs_0_2_I 8.32e+03 1.24e+04 9.08e+03 -1 17287 3.4e+02
quadbox/REB_Bulk_PS/RebBulkPs_0_2_T 26 27 26.5 -1 16920 0.15
quadbox/REB_Bulk_PS/RebBulkPs_0_2_V 47.8 47.9 47.9 -1 16920 0.0015
quadbox/REB_Bulk_PS/RebBulkPs_3_5_I 8.26e+03 1.22e+04 9.33e+03 -1 17284 3.2e+02
quadbox/REB_Bulk_PS/RebBulkPs_3_5_T 27.9 29.4 28.9 -1 16920 0.26
quadbox/REB_Bulk_PS/RebBulkPs_3_5_V 47.9 47.9 47.9 -1 16920 0.0033
quadbox/REB_Bulk_PS/RebBulkPs_6_8_I 8.21e+03 1.24e+04 9.14e+03 -1 17285 3.4e+02
quadbox/REB_Bulk_PS/RebBulkPs_6_8_T 24 25.5 25 -1 16920 0.26
quadbox/REB_Bulk_PS/RebBulkPs_6_8_V 47.9 47.9 47.9 -1 16920 0.00052
quadbox/REB_Bulk_PS/RebBulkPs_9_12_I 7.5e+03 1.03e+04 8.69e+03 -1 17119 1.8e+02
quadbox/REB_Bulk_PS/RebBulkPs_9_12_T 25.5 26.5 26 -1 16920 0.24
quadbox/REB_Bulk_PS/RebBulkPs_9_12_V 47.9 47.9 47.9 -1 16920 0.0053
quadbox/REB_Bulk_PS/RebBulkPs_Brd_T 23 25.4 24.1 -1 16920 0.25
quadbox/BFR/RebPs_0_2_I 2.41e+03 3.35e+03 2.59e+03 -1 16920 54
quadbox/BFR/RebPs_3_5_I 2.36e+03 3.34e+03 2.63e+03 -1 16920 52
quadbox/BFR/RebPs_6_8_I 2.37e+03 3.34e+03 2.61e+03 -1 16920 57
quadbox/BFR/RebPs_9_12_I 2.18e+03 2.85e+03 2.48e+03 -1 16920 36
quadbox/BFR/RebPs_Spr_I 0 20 0 -1 16920 4.9
