refrig/Cryo5/AfterCoolTmp 7.33 9.14 8.12 -1 16920 0.35
refrig/Cryo5/AmbientTmp 17 19.4 17.8 -1 16920 0.43
refrig/Cryo5/CabinetTmp 20.1 21.4 20.7 -1 16920 0.17
refrig/Cryo5/CompCurrent 3.55 3.62 3.58 -1 16920 0.0097
refrig/Cryo5/CompPower 774 788 781 -1 16920 2.3
refrig/Cryo5/CompVoltage 218 219 218 -1 16920 0.19
refrig/Cryo5/DischrgPrs 355 360 357 -1 16920 0.45
refrig/Cryo5/DischrgTmp_M 99.4 101 100 -1 16920 0.16
refrig/Cryo5/DischrgTmp_P 96.7 98.1 97.3 -1 16920 0.19
refrig/Cryo5/FanSpeed 1.16e+03 1.17e+03 1.17e+03 -1 16920 5
refrig/Cryo5/OilLevel -0.473 -0.0182 -0.2 -1 16920 0.079
refrig/Cryo5/OilSepTmp 87.7 88.9 88.3 -1 16920 0.17
refrig/Cryo5/PhaseSepTmp 10.5 12.1 11.2 -1 16920 0.3
refrig/Cryo5/SuctionPrs 25.8 26.3 26.1 -1 16920 0.089
refrig/Cryo5/SuctionTmp_M 19.5 20.7 19.9 -1 16920 0.17
refrig/Cryo5/SuctionTmp_P 17.4 18.5 17.8 -1 16920 0.18
refrig/Cryo5/SurgeTankTmp 33.8 35.7 34.9 -1 16920 0.5
refrig/Cryo5/WaterInTmp 8.6 10.6 9.24 -1 16920 0.44
refrig/Cryo5/WaterOutTmp 13.7 15.5 14.4 -1 16920 0.37
refrig/Cryo6/AfterCoolTmp 9.68 11.4 10.4 -1 16920 0.36
refrig/Cryo6/CompCurrent 3.52 3.57 3.54 -1 16920 0.0095
refrig/Cryo6/CompPower 763 779 770 -1 16920 2.2
refrig/Cryo6/CompVoltage 217 218 218 -1 16920 0.15
refrig/Cryo6/DischrgPrs 318 324 321 -1 16920 0.53
refrig/Cryo6/DischrgTmp_M 99.8 101 100 -1 16920 0.14
refrig/Cryo6/DischrgTmp_P 100 101 101 -1 16920 0.17
refrig/Cryo6/FanSpeed 1.17e+03 1.18e+03 1.17e+03 -1 16920 3.6
refrig/Cryo6/OilLevel 1.89 2.25 1.98 -1 16920 0.093
refrig/Cryo6/OilSepTmp 90.6 91.6 91.1 -1 16920 0.15
refrig/Cryo6/PhaseSepTmp 9.78 11.5 10.7 -1 16920 0.31
refrig/Cryo6/SuctionPrs 26.1 26.6 26.4 -1 16920 0.11
refrig/Cryo6/SuctionTmp_M 18.4 19.6 19 -1 16920 0.17
refrig/Cryo6/SuctionTmp_P 23.3 24 23.6 -1 16920 0.1
refrig/Cryo6/SurgeTankTmp 32.8 34.3 33.6 -1 16920 0.35
refrig/Cryo6/WaterInTmp 8.7 10.8 9.43 -1 16920 0.46
refrig/Cryo6/WaterOutTmp 13.2 15.2 14 -1 16920 0.38
